,Altcoin,BIT,Bitcoin Address,Bitcoin Investment,Bitcoin Mining,Bitcoin News,Bitcoin Price,Bitcoin Wallet,Bitcoin,Block,Blockchain,BTC,Crypto,Cryptocurrency,Cryptography,DAPP,DeFi,Digital Currency,Ethereum,Fiat money,Fork,Hash Rate,ICO,P2P,Private Key,Stablecoin
236,36.18,78.02,24.2,8.36,25.500000000000004,13.5,18.24,17.82,20.25,29.44,57.33,16.56,27.39,26.04,46.8,32.43,0.0,10.08,24.7,16.330000000000002,53.07,0.0,65.57,86.24,69.16,1.17
237,37.52,83.0,17.16,22.04,27.880000000000003,21.6,22.32,8.64,23.22,28.8,58.59,19.2,28.71,26.66,38.48,33.12,0.0,10.08,29.26,12.65,56.73,0.0,67.22999999999999,80.36,64.6,2.88
238,16.75,79.67999999999999,23.76,34.96,28.9,18.09,20.16,10.260000000000002,21.6,24.64,43.47,18.72,25.08,24.18,19.76,12.419999999999998,0.0,6.12,24.32,20.47,59.78,0.0,78.02,64.67999999999999,28.12,6.12
239,19.61,81.48,33.39,16.0,22.77,22.5,22.25,13.68,21.06,26.24,41.48,21.06,25.28,24.49,24.380000000000003,21.07,0.0,3.5000000000000004,20.16,8.19,56.12,0.0,51.8,61.88,23.76,3.76
240,29.23,78.96,33.39,9.92,21.78,24.6,24.75,26.22,24.18,28.48,57.34,24.7,25.6,24.8,38.16,15.19,0.0,5.460000000000001,24.48,16.169999999999998,52.46,0.0,67.34,87.36,44.22,4.08
241,17.39,78.96,33.39,23.04,30.360000000000003,21.0,23.5,20.52,23.4,28.16,61.0,21.32,26.24,25.42,51.41,7.35,0.0,8.120000000000001,30.24,15.12,53.07,0.0,68.82,82.81,64.02,4.96
242,0.0,73.92,31.8,0.0,25.74,21.0,21.25,10.829999999999998,22.1,28.8,48.19,19.5,24.96,24.49,40.81,11.27,0.0,9.24,21.6,16.8,48.19,0.0,43.66,60.97,42.9,3.68
243,14.8,74.75999999999999,19.61,25.92,25.74,16.2,20.0,0.0,20.28,28.8,52.46,18.46,23.36,23.25,41.34,20.58,0.0,6.720000000000001,5.4,13.86,51.24,6.0,54.76,91.0,52.8,4.32
244,15.17,68.88,27.03,8.0,30.03,17.7,17.75,56.99999999999999,17.94,27.84,42.09,15.6,32.0,31.0,33.92,21.07,0.0,6.86,5.4,8.19,51.85,0.0,67.34,80.99000000000001,42.9,5.44
245,0.0,70.56,15.37,0.0,27.39,18.6,15.75,20.52,14.3,27.52,38.43,14.3,19.52,19.84,22.26,20.58,0.0,5.74,4.68,13.02,56.12,2.85,51.8,62.79,20.46,2.64
246,0.0,93.0,18.55,26.52,25.16,16.919999999999998,18.630000000000003,9.72,16.240000000000002,33.599999999999994,44.1,16.8,20.77,22.72,31.86,10.14,0.0,16.06,6.75,13.11,62.78999999999999,0.0,80.04,43.68,34.5,2.1
247,0.0,89.0,28.09,14.04,27.880000000000003,21.6,19.17,6.12,17.64,32.55,35.910000000000004,17.360000000000003,21.7,23.68,27.73,22.62,0.0,20.46,7.65,7.13,62.78999999999999,3.5,72.21,50.4,25.5,4.3
248,31.0,88.0,24.380000000000003,0.0,22.78,36.0,23.76,32.04,24.92,35.0,51.03,25.200000000000003,23.87,25.92,50.74,44.46,0.0,14.52,10.35,12.19,60.03,12.0,76.56,69.72,45.75,4.0
249,8.37,92.0,22.26,28.47,26.520000000000003,31.68,27.0,0.0,26.040000000000003,32.55,53.55,26.880000000000003,24.49,26.88,53.1,78.0,0.0,13.64,9.9,9.66,55.88999999999999,6.75,80.04,75.6,75.0,4.6000000000000005
250,0.0,88.0,18.55,22.62,25.500000000000004,22.32,21.6,7.92,22.12,31.85,61.74,19.6,23.56,25.28,55.46,53.04,0.0,16.28,9.0,15.41,63.48,0.0,69.6,70.56,53.25,5.5
251,0.0,86.0,33.92,17.94,24.82,31.68,22.14,5.76,23.520000000000003,30.1,51.03,22.4,22.32,23.68,43.66,64.74000000000001,0.0,22.0,9.0,23.0,57.27,0.0,86.13,73.08,44.25,3.2
252,26.97,90.0,16.96,0.0,29.24,23.04,19.98,7.92,18.48,30.8,40.95,18.48,21.08,22.72,30.68,52.260000000000005,0.0,13.42,8.1,12.88,63.48,7.5,55.68,42.0,29.25,2.9000000000000004
253,9.6,66.39999999999999,34.1,14.7,24.85,20.8,17.94,12.16,16.200000000000003,26.88,41.6,14.82,20.77,20.160000000000004,53.3,15.400000000000002,0.0,7.2,17.67,18.6,43.66,14.31,50.41,78.32000000000001,27.3,2.79
254,4.56,71.38,19.8,22.05,30.8,19.52,20.02,13.12,18.9,29.12,55.04,18.46,22.63,21.000000000000004,58.5,24.200000000000003,0.0,4.8,25.110000000000003,23.25,47.2,21.200000000000003,44.73,78.32000000000001,66.3,2.79
255,16.8,77.19,23.65,30.45,24.85,24.64,24.44,0.0,24.3,28.8,62.08,25.22,23.56,22.680000000000003,50.7,28.6,0.0,9.6,31.62,26.66,47.79,20.14,52.54,82.72,50.7,3.69
256,7.68,78.02,27.500000000000004,7.35,29.4,25.6,23.66,0.0,24.03,30.4,60.8,22.1,22.94,21.840000000000003,60.45,37.95,0.0,13.76,39.99,23.87,48.97,11.66,66.03,73.92,52.260000000000005,4.95
257,0.0,83.0,22.55,17.849999999999998,35.0,26.88,22.62,16.64,22.950000000000003,31.36,64.0,19.76,25.42,23.8,55.9,19.25,17.36,12.8,93.0,24.49,50.15,53.0,51.83,78.32000000000001,52.260000000000005,4.859999999999999
258,0.0,73.03999999999999,36.85,25.2,31.5,19.84,20.8,8.0,19.44,28.8,53.76,18.46,23.87,22.680000000000003,48.75,26.4,0.0,7.52,32.550000000000004,28.52,47.79,28.62,55.38,71.28,63.96,3.51
259,0.0,72.21,17.6,0.0,30.1,24.0,18.72,0.0,19.17,26.24,49.92,15.08,22.32,21.56,41.6,17.05,0.0,9.44,22.32,17.98,55.46,28.62,51.83,62.48,30.42,4.68
260,0.0,67.2,0.0,13.94,24.8,21.96,17.64,0.0,15.0,27.2,35.38,16.240000000000002,19.2,20.7,42.88,13.0,0.0,9.0,9.24,14.28,44.8,0.0,49.68,55.44,33.21,4.29
261,0.0,69.60000000000001,54.0,41.0,27.9,29.16,27.44,0.0,30.0,28.16,56.12,28.000000000000004,22.5,23.1,64.32000000000001,25.5,0.0,11.55,11.44,16.8,43.68000000000001,3.61,54.0,75.68,60.75000000000001,3.74
262,0.0,73.60000000000001,19.98,31.57,22.01,22.32,25.76,0.0,26.4,31.04,46.97,23.24,22.8,24.0,64.99000000000001,24.0,0.0,8.4,9.68,17.080000000000002,42.56,8.55,53.28,73.04,59.940000000000005,9.57
263,0.0,72.0,28.62,19.68,26.66,33.12,26.040000000000003,10.2,25.5,29.12,57.34,22.680000000000003,23.1,24.3,59.63,22.5,0.0,9.3,9.24,24.64,44.24,4.18,54.72,86.24,69.66000000000001,11.0
264,0.0,80.0,15.66,7.789999999999999,19.53,32.4,26.6,16.66,26.1,30.4,55.51,23.24,22.8,23.7,65.66000000000001,23.0,0.0,7.35,9.24,24.64,46.48,0.0,57.6,85.36,58.32000000000001,4.84
265,0.0,71.2,0.0,28.7,22.01,29.88,26.880000000000003,7.82,24.9,27.2,47.58,21.840000000000003,22.8,23.1,55.61000000000001,17.5,0.0,6.3,7.48,21.000000000000004,47.040000000000006,0.0,54.72,73.04,65.61,3.19
266,5.04,68.0,17.28,38.13,17.98,24.48,19.880000000000003,7.82,20.4,28.8,32.94,16.520000000000003,19.2,20.7,34.17,30.0,0.0,4.2,6.16,10.920000000000002,56.00000000000001,0.0,72.0,58.08,23.49,2.53
267,0.0,70.55,25.96,17.36,9.88,22.08,18.0,28.5,18.09,23.4,34.809999999999995,14.4,17.55,17.28,25.83,22.42,0.0,2.73,4.34,18.630000000000003,47.040000000000006,0.0,67.86,46.28,21.9,3.51
268,0.0,71.38,11.21,13.95,15.08,25.92,22.0,0.0,22.41,26.4,52.51,18.96,18.9,19.71,49.14,34.809999999999995,0.0,5.98,4.65,23.76,40.88,0.0,54.6,72.09,52.56,4.23
269,0.0,72.21,43.66,0.0,17.94,23.36,22.0,14.0,22.68,25.5,50.74,19.44,19.17,19.44,60.48,24.19,0.0,7.67,4.65,23.49,39.2,6.72,66.3,77.43,70.81,1.98
270,5.1000000000000005,72.21,24.78,6.51,13.52,28.48,20.5,0.0,21.33,27.0,44.84,17.28,18.630000000000003,18.630000000000003,49.77,37.76,0.0,7.54,4.34,19.71,39.760000000000005,2.73,50.7,76.54,45.99,2.43
271,7.140000000000001,68.89,41.89,22.01,19.76,19.2,19.5,18.5,20.25,25.8,47.79,16.32,17.55,17.82,63.0,33.629999999999995,0.0,5.33,4.03,16.740000000000002,41.440000000000005,0.0,54.6,80.1,48.91,4.68
272,3.2300000000000004,74.7,26.55,16.43,17.94,17.92,19.5,0.0,18.9,27.9,47.2,16.08,17.01,17.28,49.14,20.65,0.0,5.33,3.72,18.36,42.00000000000001,0.0,63.18,70.31,45.99,2.07
273,0.0,74.7,41.89,9.61,15.6,20.48,18.0,43.5,19.71,22.5,46.02,18.72,21.06,21.33,26.46,33.629999999999995,0.0,7.41,20.15,8.100000000000001,53.2,0.0,46.8,49.84,25.55,0.8999999999999999
274,13.44,63.2,49.92,15.4,19.6,18.36,14.91,0.0,16.330000000000002,21.3,30.800000000000004,14.2,19.44,21.000000000000004,30.24,31.2,25.92,10.08,17.28,8.32,43.68,7.0,55.48,43.24,21.46,0.99
275,0.0,71.89,48.88,15.749999999999998,27.72,27.0,19.53,12.6,21.85,27.9,44.55,18.2,27.0,28.000000000000004,61.2,23.04,0.0,12.0,22.41,11.18,44.2,5.800000000000001,47.88,86.48,59.2,4.859999999999999
276,31.36,71.10000000000001,39.52,9.1,22.680000000000003,17.82,17.849999999999998,10.44,23.0,26.4,44.55,18.2,25.92,27.160000000000004,59.76,25.44,0.0,7.319999999999999,22.950000000000003,10.92,44.2,0.0,60.8,83.72,49.58,4.59
277,22.08,71.10000000000001,28.08,11.2,15.96,17.28,17.43,0.0,20.47,28.5,45.650000000000006,16.2,24.03,24.08,43.92,25.92,0.0,4.44,20.25,10.66,44.72,7.2,53.96,92.0,56.98,4.68
278,10.88,73.47,9.36,15.749999999999998,21.28,16.740000000000002,17.849999999999998,11.16,18.630000000000003,30.0,47.85,15.4,23.49,23.24,57.6,27.84,0.0,12.0,19.17,12.22,44.72,7.0,57.0,88.32000000000001,50.32,3.15
279,15.04,67.15,14.56,16.799999999999997,19.6,27.0,17.22,0.0,19.55,24.6,39.05,15.2,22.14,22.4,47.52,10.56,0.0,6.96,17.55,6.24,47.84,8.8,64.6,68.08,45.14,2.7
280,27.84,75.05,22.36,0.0,28.000000000000004,15.12,14.7,0.0,15.87,24.6,34.650000000000006,13.4,22.68,24.08,27.36,12.96,0.0,6.359999999999999,14.85,6.24,52.0,0.0,53.96,71.76,23.68,7.739999999999999
281,16.330000000000002,74.61999999999999,34.02,25.0,20.160000000000004,11.96,13.2,20.9,14.28,23.7,36.96,12.24,22.68,21.84,30.360000000000003,40.32,0.0,5.300000000000001,12.42,10.0,51.52,0.0,56.09,44.72,25.2,1.84
282,14.95,74.61999999999999,22.26,0.0,22.680000000000003,15.87,16.8,0.0,19.32,27.0,45.36000000000001,15.48,24.3,23.14,53.46,44.8,13.11,6.9,15.41,9.25,49.84,0.0,61.620000000000005,72.24,63.36,1.12
283,10.35,72.97999999999999,32.76,4.25,21.840000000000003,20.01,16.8,27.500000000000004,18.48,26.7,42.00000000000001,16.02,25.380000000000003,23.66,50.82,60.16,0.0,4.9,17.48,11.0,47.6,9.66,62.41,74.82,64.08,4.72
284,0.0,74.61999999999999,22.26,7.75,24.64,13.8,16.6,24.750000000000004,18.9,25.5,52.080000000000005,14.58,25.380000000000003,23.4,54.78,48.0,15.96,8.4,16.330000000000002,8.75,51.52,13.34,78.21000000000001,81.7,45.36,5.04
285,14.49,72.16,23.1,9.25,18.200000000000003,19.09,20.0,32.45,19.74,27.6,56.00000000000001,18.0,25.380000000000003,23.66,50.16,41.6,0.0,6.300000000000001,18.17,11.5,50.400000000000006,19.78,64.78,82.56,52.56,2.72
286,0.0,71.33999999999999,19.32,8.75,19.32,17.02,17.2,19.8,18.48,27.6,43.120000000000005,14.4,22.68,22.1,32.34,30.72,19.0,4.1000000000000005,15.64,11.25,53.2,0.0,48.98,77.4,29.52,3.52
287,10.81,71.33999999999999,9.24,0.0,19.040000000000003,15.41,13.0,30.250000000000004,13.65,23.1,37.52,12.78,21.6,20.54,21.12,39.68,0.0,5.800000000000001,11.96,4.75,56.00000000000001,10.81,51.35,56.76,18.0,2.0
288,0.0,70.55,44.1,17.689999999999998,17.5,14.08,11.05,8.0,14.52,24.8,44.4,10.8,20.25,19.25,35.510000000000005,38.34,0.0,4.68,10.07,13.32,45.0,0.0,33.3,69.16,16.8,3.4000000000000004
289,7.48,72.21,27.45,9.28,15.75,15.84,13.090000000000002,5.25,18.26,27.59,55.2,14.76,23.49,22.0,44.220000000000006,27.540000000000003,0.0,6.3,11.97,17.39,44.5,0.0,57.72,80.08,58.400000000000006,5.7
290,0.0,74.7,19.35,0.0,19.5,14.08,13.43,16.0,17.82,27.28,55.2,13.86,24.3,22.0,65.66000000000001,35.1,0.0,4.32,12.16,23.31,42.0,0.0,52.54,90.09,64.8,6.0
291,6.6,76.36,25.2,10.15,15.25,14.08,13.090000000000002,0.0,17.6,26.35,51.0,12.78,24.57,22.25,48.24,35.64,0.0,4.95,12.16,23.68,43.5,9.4,46.62,80.99000000000001,80.0,4.5
292,0.0,80.50999999999999,38.25,6.959999999999999,22.0,13.64,13.6,4.75,17.82,28.52,50.4,14.58,24.840000000000003,23.75,43.55,54.0,0.0,4.5,13.3,19.24,45.5,19.200000000000003,74.0,83.72,74.4,10.0
293,0.0,73.03999999999999,33.300000000000004,8.99,16.75,9.9,12.41,5.0,16.28,25.73,50.4,12.96,22.68,20.75,40.870000000000005,32.400000000000006,0.0,4.859999999999999,11.02,37.0,44.5,0.0,51.8,67.34,54.400000000000006,4.3
294,7.48,73.03999999999999,0.0,15.079999999999998,15.5,12.1,10.37,13.25,13.42,23.87,39.6,11.7,21.33,19.0,34.17,30.24,0.0,5.94,9.12,16.65,48.5,0.0,54.76,51.870000000000005,24.0,3.1
295,0.0,70.55,27.95,0.0,12.74,18.75,11.52,17.92,12.81,23.56,37.12,12.16,23.2,21.06,30.03,31.8,0.0,1.4,13.44,12.71,45.9,7.92,28.6,52.2,29.26,2.5200000000000005
296,13.86,77.19,12.9,14.85,20.28,22.25,14.22,5.880000000000001,16.38,28.52,46.4,14.06,24.36,22.41,60.83,31.2,0.0,5.6000000000000005,17.360000000000003,14.26,44.37,7.56,46.15,70.47,70.07000000000001,3.5700000000000003
297,19.14,69.72,25.8,10.53,22.36,15.5,14.04,5.040000000000001,16.8,25.73,44.08,16.15,27.26,24.57,67.76,36.6,0.0,5.2,23.520000000000003,14.57,41.31,12.6,48.75,72.21,51.59,2.1
298,10.12,78.02,43.0,5.4,17.16,23.75,15.3,28.000000000000004,16.59,27.28,57.42,18.05,28.42,26.19,77.0,45.6,0.0,6.2,28.000000000000004,19.84,43.86,8.82,44.2,74.82,43.120000000000005,2.66
299,12.76,73.03999999999999,19.35,4.86,17.94,16.5,14.58,9.24,15.33,27.28,48.13999999999999,16.53,25.23,24.03,70.07000000000001,25.2,0.0,5.5,24.08,18.29,41.82,10.44,35.1,70.47,48.51,4.2700000000000005
300,10.12,68.06,17.2,0.0,19.24,15.75,13.32,0.0,15.75,25.42,42.92,14.25,23.49,22.14,54.67,42.6,0.0,5.5,21.28,12.4,44.88,0.0,33.15,66.99,46.2,3.08
301,22.0,72.21,0.0,8.91,19.24,16.25,12.78,0.0,14.28,24.49,35.379999999999995,14.44,26.97,25.380000000000003,27.72,22.8,14.08,8.1,23.24,12.71,49.98,18.0,44.2,50.46,30.03,1.1900000000000002
302,0.0,72.25,22.55,17.0,16.75,13.2,11.39,0.0,13.2,23.25,34.8,13.11,24.08,22.36,31.39,55.8,12.48,4.29,16.5,14.85,40.67,0.0,30.66,36.52,25.74,4.5
303,10.14,85.0,9.35,15.98,19.0,13.42,13.260000000000002,0.0,15.2,26.66,46.4,15.96,23.24,21.58,60.59,48.0,0.0,6.93,17.25,18.48,38.71,9.1,45.99,63.08,47.58,2.88
304,26.0,74.8,31.35,15.98,14.25,4.4,4.08,17.849999999999998,5.4,26.35,51.04,4.5600000000000005,9.24,9.1,51.83,46.8,0.0,6.16,10.75,22.11,41.16,0.0,37.96,63.08,52.260000000000005,3.69
305,8.58,73.1,41.25,10.54,15.5,5.5,4.42,15.05,6.0,27.28,49.88,4.94,9.52,9.36,59.13,36.0,0.0,5.17,11.75,16.830000000000002,41.65,7.56,45.99,74.7,78.0,3.15
306,14.82,73.95,37.95,6.12,13.75,5.06,4.25,14.35,5.6000000000000005,26.35,48.13999999999999,4.5600000000000005,9.24,9.1,54.75,33.6,11.18,5.94,10.5,22.77,43.12,0.0,44.53,72.21,67.08,2.43
307,0.0,72.25,28.6,24.14,12.25,5.06,4.08,0.0,5.800000000000001,25.73,45.82,5.13,9.8,9.62,59.86,37.8,15.34,4.07,11.25,18.48,44.1,11.06,45.99,65.57,57.72,2.88
308,0.0,72.25,30.250000000000004,0.0,16.0,6.38,4.08,30.1,5.800000000000001,25.73,44.66,5.32,9.24,9.62,31.39,31.2,0.0,3.74,11.75,13.2,49.0,6.44,45.99,45.65,27.3,0.8099999999999999
309,6.63,61.56,31.9,25.5,25.5,15.5,10.34,0.0,11.25,23.87,34.160000000000004,11.27,18.0,18.24,26.4,22.04,35.28,4.18,15.12,7.77,41.83,8.96,38.69,38.54,25.41,0.0
310,0.0,63.08,17.4,20.0,15.6,13.02,11.75,0.0,14.85,24.18,49.28,12.74,19.8,19.95,38.28,44.66,23.94,2.64,18.48,18.87,39.01,0.0,43.8,66.42,57.75,2.52
311,0.0,63.84,36.54,11.0,19.5,36.58,19.27,16.5,24.3,27.28,47.6,28.91,31.8,34.2,48.18,39.44,0.0,4.18,27.3,27.01,40.42,0.0,51.1,63.96,50.82,2.88
312,3.51,58.52,45.24,26.0,17.7,62.0,39.48,10.89,42.3,23.25,44.24,43.61,53.4,51.3,41.580000000000005,37.12,0.0,4.51,40.74,32.56,35.25,4.62,46.72,58.22,51.59,6.48
313,4.16,65.36,19.14,43.5,20.7,60.76,47.0,0.0,45.0,26.35,49.28,49.0,56.4,53.58,44.22,40.6,0.0,5.83,42.0,32.93,41.36,0.0,45.99,79.53999999999999,60.83,9.12
314,0.0,64.6,29.0,23.5,20.7,57.04,41.83,7.92,38.7,26.04,47.040000000000006,37.73,55.2,54.72,48.18,44.66,0.0,5.17,36.54,25.53,43.71,0.0,40.88,62.31999999999999,59.29,12.0
315,8.450000000000001,63.84,48.13999999999999,40.5,18.9,45.88,33.84,11.55,34.65,23.25,36.96,31.85,60.0,56.99999999999999,44.88,37.7,0.0,4.73,28.56,23.68,42.77,0.0,40.88,55.76,30.03,5.279999999999999
316,0.0,69.92,45.14,54.0,20.8,35.91,25.83,56.32,30.1,25.74,47.36,25.01,59.78,58.56,36.57,39.04,0.0,6.800000000000001,23.46,23.32,42.24,0.0,47.36,70.68,27.3,4.95
317,0.0,59.28,24.4,23.76,20.8,43.31999999999999,29.11,16.64,30.1,27.72,56.96,27.47,50.63,56.73,38.64,31.72,0.0,7.140000000000001,24.14,41.8,38.4,8.64,43.66,70.68,64.74000000000001,9.15
318,0.0,64.6,56.73,26.46,22.4,37.62,24.19,25.6,26.66,30.03,64.0,22.14,46.36,57.34,46.23,38.43,0.0,8.84,20.74,36.52,40.32,15.84,45.88,80.91000000000001,64.74000000000001,7.199999999999999
319,0.0,63.84,29.28,28.62,28.16,40.47,23.78,26.88,27.09,31.68,56.32,22.14,46.36,50.63,57.96,45.75,0.0,15.81,20.06,42.24,39.36,10.72,34.04,79.05,53.82,10.05
320,10.12,65.36,32.94,53.46,23.04,38.19,24.6,0.0,29.24,30.69,64.0,22.14,46.36,57.95,69.0,50.02,0.0,17.0,21.76,44.0,42.72,0.0,45.88,93.0,63.96,12.75
321,0.0,64.6,39.04,11.88,23.68,37.05,18.86,17.28,23.22,28.71,58.24,17.63,35.99,46.97,42.78,43.31,0.0,11.9,19.040000000000003,35.2,43.2,0.0,41.44,85.56,49.92,10.5
322,0.0,62.32,23.18,18.36,22.4,23.94,14.76,30.72,18.49,25.41,42.88,13.94,28.06,31.11,22.77,61.0,12.16,14.28,17.34,24.64,46.08,16.0,42.18,51.150000000000006,56.940000000000005,5.4
323,13.0,71.28,20.28,0.0,23.12,19.35,11.1,57.96,14.62,24.07,32.13,10.44,17.94,19.89,14.1,33.37,0.0,7.140000000000001,13.72,13.68,45.760000000000005,13.86,37.84,36.26,15.95,3.4000000000000004
324,12.25,72.09,32.76,18.24,24.82,30.1,16.2,57.12,21.08,29.0,43.35,17.689999999999998,19.89,22.62,33.37,32.9,0.0,8.4,20.160000000000004,11.76,43.16,10.8,67.76,42.18,39.6,4.6000000000000005
325,0.0,70.47,14.04,7.36,23.8,27.95,18.0,29.4,20.74,24.36,34.68,15.95,18.72,20.28,29.14,29.14,0.0,10.78,17.64,11.04,46.28,12.6,88.0,65.86,43.45,5.9
326,0.0,63.99,0.0,21.44,34.0,23.65,13.2,0.0,16.66,21.46,37.23,12.47,17.16,18.33,23.5,6.109999999999999,53.0,7.56,14.840000000000002,9.36,44.2,0.0,54.56,54.02,23.65,4.4
327,11.0,63.99,0.0,12.16,27.540000000000003,16.77,11.1,84.0,14.62,19.72,29.07,10.15,15.6,17.55,14.1,14.57,0.0,6.86,12.32,9.36,48.88,0.0,56.32,43.66,23.1,1.1
328,9.25,66.42,27.56,6.08,25.840000000000003,12.9,10.5,0.0,13.6,22.91,32.13,10.15,14.43,15.21,13.63,14.1,0.0,6.86,10.080000000000002,6.48,45.24,0.0,46.64,43.66,17.05,3.1
329,0.0,67.23,14.56,10.88,20.06,14.62,9.0,16.8,11.9,21.17,28.56,8.41,13.26,13.65,15.04,29.14,0.0,7.420000000000001,10.64,9.84,49.4,8.82,81.84,45.88,12.1,4.0
330,12.18,87.0,49.41,9.8,17.7,14.06,8.06,21.93,10.2,23.1,20.5,6.75,13.32,14.43,36.720000000000006,27.84,0.0,7.2,9.36,22.05,44.59,0.0,43.89,64.08,28.86,2.4
331,0.0,73.95,61.0,15.05,21.3,16.72,10.92,16.830000000000002,14.1,25.2,32.5,11.25,15.17,16.28,38.080000000000005,20.16,0.0,9.28,11.28,26.95,40.67,13.0,57.75,75.65,53.04,1.6
332,0.0,73.95,23.79,10.5,17.4,16.72,9.36,0.0,12.6,24.6,34.5,9.5,16.65,18.13,46.24,23.52,0.0,12.16,9.84,27.65,39.2,11.2,48.51,72.09,53.82,2.24
333,0.0,77.42999999999999,19.52,9.1,15.9,19.76,9.36,0.0,12.6,25.2,38.0,9.5,16.65,19.24,44.88,30.72,0.0,14.4,10.8,23.45,40.18,16.400000000000002,74.69,71.2,58.5,2.4
334,5.25,80.91,46.97,11.2,27.6,31.16,23.92,0.0,27.9,28.5,44.5,19.0,32.56,30.71,46.92,27.36,0.0,12.16,18.96,27.3,41.16,12.0,50.05,88.11,67.08,3.52
335,4.62,80.91,21.35,19.95,23.1,30.4,22.1,24.48,25.5,27.6,41.0,17.25,28.49,25.9,40.8,23.52,0.0,12.96,15.84,22.05,42.63,13.8,50.82,80.99,39.78,8.0
336,9.03,81.78,16.47,14.7,22.8,28.12,18.46,50.49,21.6,24.3,38.5,15.25,24.42,21.83,23.8,26.88,0.0,13.28,13.68,15.4,44.59,11.8,50.05,53.4,33.54,4.64
337,5.75,82.56,28.67,21.0,18.46,23.56,15.96,24.99,20.54,25.6,38.88,13.6,24.14,20.46,24.85,29.040000000000003,19.0,8.680000000000001,13.8,21.6,42.72,0.0,67.94,51.0,26.4,0.77
338,5.98,79.12,8.93,15.3,18.46,17.98,18.06,0.0,22.880000000000003,29.12,42.120000000000005,15.6,28.56,24.75,50.41,36.3,0.0,14.000000000000002,16.1,36.4,37.44,4.590000000000001,68.73,75.64999999999999,77.44,5.180000000000001
339,14.49,78.26,23.5,0.0,15.34,22.63,18.27,13.72,24.18,31.04,43.2,14.0,29.24,26.07,49.7,36.96,0.0,11.2,15.41,20.4,41.76,8.33,42.66,71.39999999999999,77.44,3.850000000000001
340,0.0,79.98,14.1,8.4,15.86,26.04,17.64,14.21,21.32,32.0,54.0,13.6,26.520000000000003,22.44,46.86,66.0,0.0,11.9,17.25,33.6,39.84,6.630000000000001,56.88,71.39999999999999,88.0,3.22
341,5.29,79.12,17.39,5.7,15.34,25.73,16.169999999999998,0.0,20.54,30.4,46.440000000000005,13.2,24.82,21.45,54.67,42.24,0.0,7.56,20.01,28.8,41.28,13.43,53.72,67.14999999999999,70.4,3.43
342,0.0,81.7,12.69,12.6,21.58,23.25,16.169999999999998,0.0,21.06,29.76,45.36,12.4,25.500000000000004,21.45,44.73,48.84,0.0,12.18,19.78,35.6,45.12,0.0,67.94,68.85,75.68,2.87
343,10.35,79.12,32.9,0.0,15.86,13.64,14.28,0.0,18.2,27.84,41.580000000000005,11.4,22.78,18.81,26.98,13.2,0.0,6.720000000000001,17.94,19.200000000000003,45.6,0.0,61.620000000000005,49.3,23.76,2.1700000000000004
344,0.0,78.85,9.18,8.36,13.0,16.32,16.5,6.08,18.09,22.8,41.040000000000006,13.68,22.94,20.52,26.6,14.57,0.0,9.94,21.28,17.02,46.06,0.0,48.75,61.32,20.8,5.300000000000001
345,14.04,77.19,12.24,10.56,18.2,22.44,19.25,7.03,20.790000000000003,28.8,44.82,16.56,24.05,20.88,50.16,26.79,0.0,11.48,23.8,22.57,44.1,0.0,57.0,71.39999999999999,55.2,3.2
346,13.52,83.0,32.64,21.56,18.2,34.0,25.0,0.0,27.0,27.9,43.2,24.0,37.0,36.0,49.4,28.2,0.0,12.88,28.000000000000004,37.0,43.12,0.0,75.0,84.0,70.4,8.5
347,7.28,78.85,22.95,34.76,18.2,25.16,23.5,15.39,25.65,27.6,48.06,20.88,32.93,30.96,57.0,17.86,0.0,9.8,24.92,32.56,42.14,10.35,60.0,59.64,56.8,5.1000000000000005
348,9.1,75.53,20.4,35.2,17.68,22.78,22.0,4.18,22.68,27.3,51.3,18.24,32.19,29.16,76.0,31.96,0.0,9.8,24.08,28.12,42.63,0.0,51.75,58.8,64.0,8.4
349,8.06,78.85,23.97,18.04,18.46,26.860000000000003,22.25,4.5600000000000005,23.49,27.9,41.580000000000005,19.44,31.82,27.72,46.36,32.9,6.29,6.44,23.24,25.53,42.14,8.549999999999999,63.0,57.96,44.8,5.300000000000001
350,5.2,72.21,24.99,0.0,17.94,27.200000000000003,19.0,0.0,21.06,25.2,39.42,17.759999999999998,29.6,25.2,21.28,20.68,0.0,9.8,19.040000000000003,15.91,46.06,0.0,36.0,52.08,23.200000000000003,1.4
351,8.37,72.9,29.0,10.34,18.76,16.529999999999998,14.07,0.0,14.16,26.24,25.38,11.76,18.27,15.68,20.35,14.26,0.0,4.14,19.76,5.98,41.83,0.0,48.28,26.91,19.14,2.76
352,8.37,72.9,21.5,9.46,15.96,17.689999999999998,17.009999999999998,11.0,19.44,29.44,33.37,14.7,19.72,17.080000000000002,32.45,20.7,28.6,5.04,20.8,14.03,40.42,0.0,60.52,51.74999999999999,39.6,2.58
353,0.0,73.71000000000001,19.0,0.0,14.840000000000002,24.65,18.48,0.0,18.96,30.4,40.42,14.28,20.01,17.080000000000002,25.3,25.3,28.6,2.61,24.44,11.73,41.36,11.04,54.400000000000006,57.27,51.48,2.46
